Idade,Campanha,Estado_civil,Educacao,Inadimplencia,conta_corrente,Casa_Propria,Emprestimo,Contato,dia,mes,duracao,campanha,dias_anterior,Anterior,Res_anterior,Sucesso
50,"manufatura","casado","segundo","nao",606,"sim","nao","outro",14,"mai",673,2,-1,0,"desconhecido","nao"
36,"gestao","casado","superior","nao",0,"sim","nao","celular",28,"jan",60,1,250,1,"outro","nao"
42,"gestao","casado","segundo","nao",-189,"sim","nao","outro",12,"mai",247,2,-1,0,"desconhecido","nao"
32,"desempregado","solteiro","segundo","nao",0,"nao","nao","celular",27,"mai",123,2,-1,0,"desconhecido","nao"
42,"gestao","casado","superior","nao",484,"sim","nao","celular",11,"jul",144,2,-1,0,"desconhecido","nao"
43,"tecnico","casado","segundo","nao",0,"nao","sim","celular",8,"mai",9,2,172,5,"fracassou","nao"
31,"gestao","casado","superior","nao",395,"sim","nao","celular",9,"fev",155,3,-1,0,"desconhecido","nao"
32,"gestao","casado","superior","nao",2349,"nao","nao","celular",14,"ago",134,5,-1,0,"desconhecido","nao"
55,"manufatura","divorciado","primeiro","nao",410,"nao","sim","celular",11,"jul",221,2,-1,0,"desconhecido","nao"
58,"aposentado","casado","primeiro","nao",3401,"sim","nao","celular",3,"fev",84,3,265,2,"fracassou","nao"
46,"manufatura","casado","primeiro","nao",222,"nao","nao","celular",8,"ago",71,2,-1,0,"desconhecido","nao"
55,"manufatura","casado","segundo","nao",989,"sim","sim","outro",23,"mai",246,4,-1,0,"desconhecido","nao"
34,"gestao","casado","superior","nao",415,"nao","sim","celular",23,"jul",361,2,-1,0,"desconhecido","nao"
28,"desempregado","solteiro","segundo","nao",16,"nao","nao","celular",12,"ago",119,4,-1,0,"desconhecido","nao"
42,"tecnico","divorciado","superior","nao",7190,"sim","nao","celular",29,"jul",375,2,-1,0,"desconhecido","nao"
29,"manufatura","solteiro","segundo","nao",482,"nao","sim","celular",10,"jul",1097,3,-1,0,"desconhecido","sim"
54,"domestica","casado","segundo","nao",209,"sim","sim","celular",25,"jul",97,1,-1,0,"desconhecido","nao"
32,"tecnico","solteiro","segundo","nao",0,"nao","nao","celular",26,"ago",181,2,-1,0,"desconhecido","nao"
39,"tecnico","solteiro","superior","nao",5803,"nao","nao","celular",2,"fev",83,3,-1,0,"desconhecido","nao"
53,"empreendedor","casado","superior","nao",624,"nao","sim","celular",21,"jul",180,4,-1,0,"desconhecido","nao"
58,"tecnico","casado","superior","nao",883,"nao","nao","celular",18,"ago",543,1,78,2,"fracassou","nao"
40,"autonomo","casado","segundo","nao",1516,"sim","sim","outro",23,"mai",373,1,-1,0,"desconhecido","nao"
29,"student","solteiro","segundo","nao",872,"sim","nao","outro",7,"mai",230,1,-1,0,"desconhecido","nao"
33,"tecnico","casado","superior","nao",-988,"sim","sim","celular",15,"jul",83,3,-1,0,"desconhecido","nao"
38,"gerencia","solteiro","segundo","nao",902,"sim","nao","telefone",31,"jul",58,13,-1,0,"desconhecido","nao"
56,"servicos","divorciado","segundo","nao",1007,"nao","nao","celular",29,"jul",88,6,-1,0,"desconhecido","nao"
40,"servicos","casado","segundo","nao",0,"sim","nao","celular",2,"jun",297,1,28,3,"fracassou","nao"
24,"manufatura","solteiro","segundo","nao",174,"sim","sim","celular",18,"mai",487,1,-1,0,"desconhecido","sim"
46,"gestao","casado","segundo","nao",12186,"nao","nao","outro",20,"jun",29,3,-1,0,"desconhecido","nao"
35,"autonomo","casado","segundo","nao",524,"sim","nao","celular",21,"nov",484,4,-1,0,"desconhecido","nao"
35,"manufatura","solteiro","superior","nao",0,"sim","nao","celular",21,"jul",262,4,-1,0,"desconhecido","nao"
34,"tecnico","casado","segundo","nao",4,"sim","nao","outro",15,"mai",644,1,-1,0,"desconhecido","nao"
35,"domestica","casado","superior","nao",11219,"nao","nao","celular",12,"ago",699,2,79,1,"fracassou","nao"
38,"tecnico","solteiro","superior","nao",0,"nao","nao","celular",28,"ago",247,2,-1,0,"desconhecido","nao"
50,"manufatura","casado","primeiro","nao",5776,"nao","nao","celular",18,"nov",49,3,-1,0,"desconhecido","nao"
51,"manufatura","divorciado","primeiro","nao",37,"sim","nao","celular",13,"mai",341,1,-1,0,"desconhecido","nao"
59,"autonomo","casado","superior","nao",593,"nao","nao","outro",13,"mai",64,2,-1,0,"desconhecido","nao"
32,"manufatura","casado","segundo","nao",1148,"sim","nao","celular",20,"abr",121,1,-1,0,"desconhecido","nao"
37,"manufatura","solteiro","segundo","nao",3561,"sim","nao","outro",2,"jun",98,1,-1,0,"desconhecido","nao"
42,"gerencia","divorciado","segundo","nao",63,"nao","nao","outro",16,"mai",88,6,-1,0,"desconhecido","nao"
40,"student","casado","segundo","nao",260,"nao","nao","outro",20,"jun",197,6,-1,0,"desconhecido","nao"
28,"tecnico","solteiro","superior","nao",2269,"sim","nao","outro",9,"mai",331,1,-1,0,"desconhecido","nao"
47,"gerencia","casado","segundo","nao",1060,"sim","nao","outro",6,"jun",83,3,-1,0,"desconhecido","nao"
27,"autonomo","casado","segundo","nao",-220,"sim","nao","outro",26,"mai",138,2,-1,0,"desconhecido","nao"
41,"gestao","casado","superior","nao",49,"sim","nao","celular",17,"jul",312,5,-1,0,"desconhecido","nao"
34,"gerencia","casado","superior","nao",69,"nao","sim","celular",4,"ago",120,3,1,6,"sucesso","sim"
50,"manufatura","casado","primeiro","nao",4108,"sim","nao","celular",7,"ago",526,2,-1,0,"desconhecido","sim"
47,"manufatura","casado","segundo","nao",480,"sim","nao","outro",28,"mai",211,2,-1,0,"desconhecido","nao"
53,"servicos","casado","segundo","nao",4994,"nao","nao","celular",18,"ago",62,6,-1,0,"desconhecido","nao"
53,"tecnico","divorciado","segundo","nao",0,"sim","sim","celular",15,"jul",135,5,-1,0,"desconhecido","nao"
47,"gestao","casado","superior","nao",3681,"nao","nao","celular",14,"ago",101,2,-1,0,"desconhecido","nao"
49,"empreendedor","divorciado","desconhecido","sim",-701,"sim","nao","celular",30,"jul",988,2,-1,0,"desconhecido","sim"
29,"gestao","casado","superior","nao",451,"nao","nao","celular",28,"jan",451,1,-1,0,"desconhecido","nao"
45,"manufatura","divorciado","primeiro","nao",-311,"sim","nao","outro",23,"mai",1030,1,-1,0,"desconhecido","sim"
38,"empreendedor","casado","segundo","nao",593,"sim","sim","celular",24,"jul",1484,24,-1,0,"desconhecido","sim"
32,"manufatura","casado","segundo","nao",759,"sim","nao","celular",9,"abr",317,5,-1,0,"desconhecido","sim"
70,"aposentado","divorciado","primeiro","nao",4531,"nao","nao","celular",18,"mai",445,1,-1,0,"desconhecido","nao"
65,"aposentado","divorciado","primeiro","nao",1840,"nao","nao","celular",1,"jun",383,2,188,5,"fracassou","nao"
56,"manufatura","casado","segundo","nao",345,"sim","nao","telefone",22,"jul",605,1,-1,0,"desconhecido","nao"
35,"manufatura","casado","segundo","nao",1287,"sim","nao","celular",14,"jul",330,2,-1,0,"desconhecido","nao"
56,"gestao","casado","desconhecido","nao",353,"nao","sim","celular",25,"jul",171,2,-1,0,"desconhecido","nao"
56,"tecnico","casado","segundo","nao",205,"nao","sim","celular",23,"jul",442,2,-1,0,"desconhecido","nao"
49,"empreendedor","casado","segundo","nao",687,"sim","nao","celular",17,"abr",772,1,-1,0,"desconhecido","sim"
38,"desempregado","casado","primeiro","nao",1147,"sim","sim","outro",8,"mai",249,5,-1,0,"desconhecido","nao"
35,"gestao","casado","superior","nao",4286,"sim","nao","outro",9,"mai",357,1,-1,0,"desconhecido","nao"
38,"gerencia","casado","superior","nao",605,"nao","nao","celular",18,"nov",147,2,-1,0,"desconhecido","nao"
49,"manufatura","casado","segundo","nao",8545,"sim","sim","celular",6,"mai",199,7,167,1,"fracassou","nao"
55,"gestao","casado","desconhecido","nao",559,"nao","nao","celular",28,"jan",271,2,-1,0,"desconhecido","nao"
43,"manufatura","solteiro","primeiro","nao",2,"sim","nao","celular",30,"jul",783,3,-1,0,"desconhecido","nao"
43,"gestao","casado","superior","nao",2,"nao","sim","celular",20,"ago",472,2,-1,0,"desconhecido","nao"
25,"gerencia","solteiro","superior","nao",760,"sim","nao","celular",27,"mai",223,3,89,2,"fracassou","sim"
30,"manufatura","casado","primeiro","nao",1317,"sim","nao","outro",21,"mai",395,2,-1,0,"desconhecido","nao"
46,"manufatura","casado","segundo","nao",182,"nao","nao","celular",4,"fev",56,1,-1,0,"desconhecido","nao"
50,"gerencia","casado","primeiro","nao",276,"nao","sim","outro",17,"jun",641,6,-1,0,"desconhecido","nao"
35,"empreendedor","casado","segundo","nao",2971,"nao","nao","celular",4,"mai",429,4,164,2,"fracassou","sim"
26,"desempregado","solteiro","segundo","nao",1064,"nao","nao","outro",31,"mai",113,1,-1,0,"desconhecido","nao"
45,"gerencia","casado","desconhecido","nao",1783,"nao","nao","outro",20,"jun",11,11,-1,0,"desconhecido","nao"
37,"manufatura","casado","segundo","nao",-67,"nao","nao","celular",2,"fev",157,1,-1,0,"desconhecido","nao"
60,"autonomo","solteiro","superior","nao",179,"nao","sim","celular",29,"jul",79,4,-1,0,"desconhecido","nao"
38,"gestao","casado","superior","nao",1199,"nao","nao","celular",4,"ago",178,1,1,1,"sucesso","sim"
47,"manufatura","casado","primeiro","nao",214,"sim","sim","outro",9,"jun",168,1,-1,0,"desconhecido","nao"
33,"tecnico","casado","segundo","nao",6699,"nao","nao","celular",9,"nov",425,1,462,1,"fracassou","nao"
51,"desempregado","casado","segundo","nao",1760,"nao","sim","celular",19,"nov",162,1,-1,0,"desconhecido","nao"
35,"empreendedor","solteiro","superior","nao",145,"sim","nao","celular",18,"jul",799,2,-1,0,"desconhecido","sim"
35,"desempregado","casado","segundo","nao",978,"nao","nao","celular",29,"dez",1370,3,209,3,"sucesso","sim"
48,"gerencia","solteiro","segundo","nao",1150,"sim","nao","outro",28,"mai",357,1,-1,0,"desconhecido","nao"
37,"gerencia","casado","segundo","nao",121,"nao","nao","celular",22,"jul",22,6,-1,0,"desconhecido","nao"
29,"tecnico","solteiro","superior","nao",828,"sim","nao","celular",16,"abr",215,3,321,3,"outro","nao"
34,"gerencia","casado","segundo","nao",244,"sim","nao","celular",31,"jul",56,4,-1,0,"desconhecido","nao"
32,"servicos","casado","primeiro","nao",228,"sim","nao","celular",21,"jul",1017,6,-1,0,"desconhecido","sim"
30,"gestao","solteiro","superior","nao",424,"nao","nao","celular",16,"abr",298,4,-1,0,"desconhecido","sim"
47,"gestao","divorciado","superior","nao",447,"nao","sim","outro",7,"mai",126,1,-1,0,"desconhecido","nao"
33,"manufatura","casado","primeiro","nao",-195,"nao","nao","outro",20,"sep",9,1,-1,0,"desconhecido","nao"
33,"gestao","solteiro","superior","nao",1410,"sim","nao","celular",5,"fev",8,1,254,5,"fracassou","nao"
63,"aposentado","casado","primeiro","nao",1084,"nao","nao","celular",14,"oct",201,1,183,1,"sucesso","nao"
51,"autonomo","divorciado","primeiro","nao",10924,"nao","nao","celular",6,"mai",106,2,-1,0,"desconhecido","nao"
41,"gestao","casado","superior","nao",832,"sim","sim","celular",21,"nov",164,1,176,1,"fracassou","nao"
56,"aposentado","casado","superior","nao",478,"nao","nao","celular",5,"fev",97,1,-1,0,"desconhecido","nao"
60,"gestao","solteiro","superior","nao",0,"nao","sim","celular",23,"jul",151,1,-1,0,"desconhecido","nao"
41,"autonomo","solteiro","superior","nao",3950,"sim","nao","outro",30,"mai",96,2,-1,0,"desconhecido","nao"
37,"gestao","solteiro","desconhecido","nao",504,"sim","nao","celular",16,"abr",555,1,-1,0,"desconhecido","nao"
36,"manufatura","solteiro","segundo","nao",219,"sim","sim","celular",11,"mai",270,2,347,1,"fracassou","nao"
57,"gestao","casado","superior","nao",1602,"nao","nao","celular",29,"jul",339,3,-1,0,"desconhecido","nao"
55,"gestao","casado","primeiro","nao",2587,"nao","nao","celular",4,"sep",328,2,94,2,"sucesso","sim"
44,"gerencia","casado","segundo","nao",0,"sim","sim","outro",16,"mai",159,1,-1,0,"desconhecido","nao"
47,"autonomo","casado","superior","nao",2303,"sim","nao","celular",6,"mai",323,2,364,1,"fracassou","nao"
31,"manufatura","casado","segundo","nao",1660,"sim","nao","celular",20,"abr",342,1,-1,0,"desconhecido","nao"
35,"gestao","casado","superior","sim",32,"sim","nao","celular",21,"nov",180,1,-1,0,"desconhecido","nao"
39,"gestao","casado","superior","nao",278,"nao","sim","celular",28,"jul",60,3,-1,0,"desconhecido","nao"
50,"gestao","casado","superior","nao",4,"nao","nao","celular",17,"nov",223,1,96,2,"fracassou","nao"
29,"gestao","casado","superior","nao",318,"sim","nao","celular",18,"mai",1434,2,356,4,"fracassou","nao"
30,"servicos","solteiro","segundo","nao",209,"sim","nao","outro",6,"mai",30,2,-1,0,"desconhecido","nao"
46,"servicos","casado","segundo","nao",271,"sim","nao","outro",16,"mai",134,4,-1,0,"desconhecido","nao"
27,"gestao","solteiro","desconhecido","nao",3196,"nao","nao","celular",9,"fev",10,2,-1,0,"desconhecido","nao"
48,"gerencia","divorciado","segundo","nao",4099,"nao","nao","celular",2,"abr",397,2,-1,0,"desconhecido","sim"
26,"student","solteiro","segundo","nao",2572,"sim","nao","celular",5,"mai",620,1,-1,0,"desconhecido","nao"
36,"gestao","solteiro","superior","nao",339,"nao","nao","celular",21,"nov",6,6,-1,0,"desconhecido","nao"
42,"manufatura","casado","primeiro","nao",0,"sim","sim","celular",7,"mai",209,2,-1,0,"desconhecido","nao"
50,"domestica","casado","primeiro","nao",395,"sim","nao","outro",15,"mai",419,2,-1,0,"desconhecido","nao"
49,"manufatura","casado","segundo","nao",2039,"sim","nao","celular",18,"nov",283,2,-1,0,"desconhecido","nao"
45,"gestao","casado","superior","nao",5450,"nao","nao","celular",8,"ago",188,2,-1,0,"desconhecido","nao"
23,"student","solteiro","segundo","nao",780,"nao","nao","celular",16,"sep",267,1,-1,0,"desconhecido","nao"
38,"tecnico","solteiro","segundo","nao",0,"sim","nao","celular",7,"abr",196,2,-1,0,"desconhecido","nao"
32,"gestao","solteiro","superior","nao",8436,"sim","nao","celular",17,"abr",245,1,149,2,"fracassou","nao"
60,"tecnico","solteiro","primeiro","nao",11262,"nao","nao","celular",26,"ago",323,1,-1,0,"desconhecido","sim"
30,"empreendedor","casado","segundo","nao",946,"sim","nao","celular",19,"nov",1065,1,183,1,"outro","nao"
58,"domestica","casado","superior","nao",497,"nao","nao","outro",11,"jun",138,5,-1,0,"desconhecido","nao"
60,"aposentado","casado","primeiro","nao",55,"nao","nao","celular",4,"jun",207,1,-1,0,"desconhecido","nao"
38,"servicos","casado","segundo","nao",-140,"nao","nao","outro",25,"jun",456,3,-1,0,"desconhecido","nao"
51,"tecnico","casado","segundo","nao",-379,"sim","nao","celular",5,"ago",261,1,-1,0,"desconhecido","nao"
42,"gerencia","casado","segundo","nao",-396,"sim","nao","celular",11,"mai",80,1,308,4,"fracassou","nao"
30,"servicos","solteiro","segundo","nao",0,"sim","nao","celular",18,"mai",131,6,363,9,"fracassou","nao"
40,"gestao","casado","primeiro","nao",733,"sim","nao","outro",6,"jun",94,7,-1,0,"desconhecido","nao"
37,"gestao","casado","superior","nao",393,"sim","nao","celular",14,"mai",567,3,275,4,"fracassou","sim"
53,"tecnico","divorciado","primeiro","nao",7290,"sim","nao","outro",30,"mai",153,1,-1,0,"desconhecido","nao"
27,"servicos","solteiro","segundo","nao",468,"sim","nao","celular",13,"mai",109,1,-1,0,"desconhecido","nao"
39,"manufatura","casado","segundo","nao",0,"sim","nao","celular",30,"abr",53,1,325,1,"fracassou","nao"
39,"manufatura","casado","primeiro","nao",3705,"sim","nao","outro",16,"jun",77,1,-1,0,"desconhecido","nao"
59,"aposentado","casado","superior","nao",9676,"nao","nao","telefone",27,"mar",234,2,-1,0,"desconhecido","sim"
37,"servicos","casado","segundo","nao",1328,"sim","nao","telefone",13,"mai",121,2,341,4,"fracassou","nao"
41,"manufatura","casado","primeiro","nao",8,"sim","nao","celular",15,"jul",155,2,-1,0,"desconhecido","nao"
45,"manufatura","casado","primeiro","nao",61,"nao","nao","celular",17,"abr",108,1,-1,0,"desconhecido","nao"
48,"gestao","casado","superior","nao",6613,"nao","nao","outro",17,"jun",159,3,-1,0,"desconhecido","nao"
48,"tecnico","casado","segundo","nao",302,"sim","nao","outro",26,"mai",208,3,-1,0,"desconhecido","nao"
32,"manufatura","casado","segundo","nao",1005,"nao","nao","celular",12,"mai",215,1,-1,0,"desconhecido","nao"
35,"servicos","casado","segundo","nao",109,"sim","nao","outro",6,"mai",597,3,-1,0,"desconhecido","nao"
33,"gestao","solteiro","superior","nao",1240,"sim","nao","celular",4,"fev",505,2,260,1,"outro","nao"
28,"manufatura","solteiro","primeiro","nao",0,"sim","sim","outro",3,"jun",380,4,-1,0,"desconhecido","nao"
64,"aposentado","casado","desconhecido","nao",2923,"nao","nao","celular",12,"mar",120,1,-1,0,"desconhecido","nao"
35,"tecnico","casado","segundo","nao",0,"nao","nao","celular",27,"ago",106,4,-1,0,"desconhecido","nao"
33,"manufatura","casado","segundo","nao",43,"sim","nao","celular",14,"mai",332,2,358,2,"fracassou","nao"
41,"tecnico","casado","segundo","nao",288,"sim","nao","outro",15,"mai",221,4,-1,0,"desconhecido","nao"
34,"gerencia","casado","segundo","nao",613,"sim","nao","celular",4,"jun",80,1,-1,0,"desconhecido","nao"
37,"tecnico","solteiro","superior","nao",6101,"nao","nao","celular",4,"mai",60,5,87,1,"sucesso","nao"
38,"manufatura","casado","primeiro","nao",168,"sim","sim","telefone",13,"mai",212,3,-1,0,"desconhecido","nao"
39,"manufatura","casado","primeiro","nao",7685,"sim","nao","celular",14,"abr",493,3,-1,0,"desconhecido","nao"
35,"tecnico","divorciado","superior","nao",4515,"sim","nao","celular",19,"nov",98,2,-1,0,"desconhecido","nao"
28,"manufatura","solteiro","segundo","nao",517,"nao","sim","celular",8,"jul",681,1,-1,0,"desconhecido","sim"
27,"manufatura","solteiro","segundo","nao",148,"nao","nao","celular",22,"jul",203,1,-1,0,"desconhecido","nao"
48,"aposentado","casado","primeiro","sim",-285,"nao","sim","celular",19,"nov",157,1,-1,0,"desconhecido","nao"
50,"manufatura","casado","segundo","nao",887,"nao","nao","outro",16,"jun",287,1,-1,0,"desconhecido","nao"
45,"autonomo","casado","segundo","nao",3098,"sim","nao","celular",7,"ago",159,2,-1,0,"desconhecido","nao"
41,"tecnico","casado","superior","nao",744,"sim","nao","outro",14,"mai",125,1,-1,0,"desconhecido","nao"
39,"tecnico","casado","segundo","nao",130,"nao","nao","celular",8,"jul",202,2,-1,0,"desconhecido","nao"
44,"gestao","casado","segundo","nao",438,"sim","nao","telefone",8,"mai",37,3,303,1,"fracassou","nao"
54,"gerencia","casado","segundo","nao",0,"nao","nao","celular",28,"jan",161,1,98,2,"fracassou","sim"
49,"gestao","casado","superior","nao",322,"nao","nao","celular",6,"ago",72,4,-1,0,"desconhecido","nao"
34,"manufatura","solteiro","segundo","nao",186,"nao","nao","celular",2,"fev",342,1,-1,0,"desconhecido","nao"
75,"aposentado","divorciado","superior","nao",3810,"sim","nao","celular",16,"nov",262,1,183,1,"fracassou","sim"
42,"gestao","casado","superior","nao",0,"nao","nao","celular",13,"ago",325,2,-1,0,"desconhecido","nao"
53,"manufatura","casado","segundo","nao",4380,"nao","nao","telefone",19,"ago",223,7,-1,0,"desconhecido","nao"
49,"gestao","divorciado","superior","nao",755,"nao","nao","celular",31,"jul",1212,4,-1,0,"desconhecido","sim"
31,"servicos","solteiro","segundo","nao",2070,"nao","nao","celular",29,"ago",319,2,-1,0,"desconhecido","nao"
45,"manufatura","solteiro","primeiro","nao",999,"nao","nao","celular",29,"jan",182,2,-1,0,"desconhecido","nao"
