Código IBGE do Município,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome das Grandes Regiões,Automóvel - Tipo de Veículo,Caminhão - Tipo de Veículo,Caminhão trator - Tipo de Veículo,Caminhonete - Tipo de Veículo,Camioneta - Tipo de Veículo,Micro-ônibus - Tipo de Veículo,Motocicleta - Tipo de Veículo,Motoneta - Tipo de Veículo,Ônibus - Tipo de Veículo,Outros - Tipo de Veículo,Total de Veículos,Trator de rodas - Tipo de Veículo,Utilitário - Tipo de Veículo
170384,17,TO,Norte,124,57,15,95,9,0,561,142,4,23,1032,0,2
170386,17,TO,Norte,325,32,7,85,13,4,334,103,8,22,935,0,2
170388,17,TO,Norte,97,335,188,43,7,24,237,57,132,316,1437,1,0
170389,17,TO,Norte,52,4,0,17,1,5,207,28,1,5,321,1,0
170390,17,TO,Norte,164,20,0,51,9,2,313,73,3,15,650,0,0
170410,17,TO,Norte,32,4,0,33,3,0,138,30,2,1,243,0,0
170460,17,TO,Norte,28,2,1,13,6,1,113,3,1,2,170,0,0
170510,17,TO,Norte,134,14,0,44,5,1,176,13,7,10,404,0,0
170550,17,TO,Norte,2676,499,69,1021,149,10,4230,2383,56,334,11452,1,24
170555,17,TO,Norte,236,16,4,66,7,1,494,82,7,12,925,0,0
170560,17,TO,Norte,85,15,0,58,8,1,198,16,1,2,385,0,1
170600,17,TO,Norte,136,10,0,42,2,4,349,34,7,8,593,0,1
170610,17,TO,Norte,583,93,5,206,37,1,598,171,2,56,1754,1,1
170625,17,TO,Norte,100,7,3,32,11,1,100,12,1,4,271,0,0
170650,17,TO,Norte,169,84,14,64,14,8,285,80,7,51,776,0,0
170700,17,TO,Norte,1642,160,89,496,76,11,1280,422,37,203,4433,0,17
170710,17,TO,Norte,364,61,6,168,10,3,745,151,4,31,1544,0,1
170720,17,TO,Norte,189,32,5,122,9,7,611,95,8,18,1096,0,0
170730,17,TO,Norte,183,35,2,78,12,2,307,86,4,18,728,0,1
170740,17,TO,Norte,102,18,0,37,9,14,524,66,8,16,794,0,0
170755,17,TO,Norte,259,42,6,59,18,2,394,127,4,28,939,0,0
170765,17,TO,Norte,426,56,9,141,28,4,562,157,4,56,1445,0,2
170770,17,TO,Norte,198,53,8,102,16,9,339,151,7,25,911,0,3
170820,17,TO,Norte,1345,214,15,442,60,8,1961,653,21,123,4846,0,4
170825,17,TO,Norte,167,24,8,47,3,6,322,100,3,20,700,0,0
170830,17,TO,Norte,176,36,1,78,10,4,652,97,7,10,1071,0,0
170900,17,TO,Norte,158,66,12,123,16,6,566,129,11,40,1127,0,0
170930,17,TO,Norte,2384,368,61,826,97,9,2886,1568,34,219,8465,0,13
170950,17,TO,Norte,14236,1542,356,3714,552,38,13515,8081,219,2060,44427,0,114
170980,17,TO,Norte,66,6,0,20,1,0,161,14,3,8,279,0,0
171050,17,TO,Norte,163,32,3,136,11,2,896,205,1,7,1456,0,0
171070,17,TO,Norte,175,41,4,65,9,4,356,65,21,20,760,0,0
171090,17,TO,Norte,60,22,1,62,9,2,338,83,7,5,591,0,2
171110,17,TO,Norte,107,15,0,55,6,3,285,36,5,5,517,0,0
171150,17,TO,Norte,150,15,7,54,13,1,280,34,6,18,578,0,0
171180,17,TO,Norte,85,12,0,37,1,2,237,32,4,7,418,0,1
171190,17,TO,Norte,379,109,39,201,24,5,743,239,8,84,1835,0,4
171195,17,TO,Norte,43,7,0,46,1,0,291,41,5,6,440,0,0
171200,17,TO,Norte,218,26,1,56,14,1,234,57,8,11,627,0,1
171215,17,TO,Norte,58,2,0,11,2,0,102,9,0,0,185,0,1
171240,17,TO,Norte,27,13,1,33,2,1,157,8,1,4,247,0,0
171245,17,TO,Norte,71,10,4,33,2,2,180,39,0,19,360,0,0
171250,17,TO,Norte,172,36,0,69,9,0,394,49,4,11,744,0,0
171270,17,TO,Norte,40,23,3,35,3,0,68,4,4,6,188,0,2
171280,17,TO,Norte,57,9,0,35,6,7,208,18,2,2,344,0,0
171320,17,TO,Norte,1849,187,52,554,81,19,2154,961,34,220,6118,0,7
171330,17,TO,Norte,914,222,48,541,55,10,1997,430,14,110,4343,0,2
171360,17,TO,Norte,177,19,2,74,15,3,400,105,6,17,821,0,3
171370,17,TO,Norte,74,20,4,33,4,3,169,19,2,5,333,0,0
171380,17,TO,Norte,210,35,13,80,31,8,370,125,7,21,901,0,1
171395,17,TO,Norte,70,11,1,27,7,1,198,48,1,1,365,0,0
171420,17,TO,Norte,467,73,18,227,22,3,643,138,7,48,1646,0,0
171430,17,TO,Norte,141,20,2,46,5,5,324,71,4,11,630,0,1
171488,17,TO,Norte,366,89,47,203,18,3,881,280,23,103,2016,0,3
171500,17,TO,Norte,222,16,1,49,15,1,248,88,2,15,658,0,1
171510,17,TO,Norte,113,23,2,50,6,0,328,80,4,6,612,0,0
171515,17,TO,Norte,88,8,1,20,6,2,92,14,4,1,236,0,0
171525,17,TO,Norte,110,14,2,34,4,0,83,14,3,12,276,0,0
171550,17,TO,Norte,62,9,0,21,3,0,98,18,3,2,216,0,0
171570,17,TO,Norte,62,13,2,51,7,3,204,64,2,6,414,0,0
171575,17,TO,Norte,555,99,3,196,23,2,1210,251,13,83,2435,0,0
171610,17,TO,Norte,6234,1162,188,2051,277,29,7711,3599,111,1004,22416,1,49
171620,17,TO,Norte,102,21,0,71,7,4,396,42,1,12,657,0,1
171630,17,TO,Norte,107,19,1,31,1,1,364,112,3,3,644,0,2
171650,17,TO,Norte,970,194,43,402,52,5,1531,554,48,164,3970,0,7
171660,17,TO,Norte,495,65,14,158,26,8,699,158,39,75,1739,1,1
171665,17,TO,Norte,212,30,2,84,15,1,569,54,6,8,981,0,0
171670,17,TO,Norte,714,116,7,337,35,7,1728,387,14,66,3414,0,3
171700,17,TO,Norte,101,21,0,67,7,0,379,41,5,2,624,0,1
171720,17,TO,Norte,70,3,2,22,3,0,140,31,7,7,285,0,0
171750,17,TO,Norte,235,45,0,113,7,2,505,104,8,15,1035,0,1
171780,17,TO,Norte,128,12,0,45,4,2,272,23,1,13,500,0,0
171790,17,TO,Norte,169,27,0,115,5,2,610,105,4,9,1050,0,4
171800,17,TO,Norte,106,6,0,23,2,0,142,18,6,2,305,0,0
171820,17,TO,Norte,5784,636,138,1652,223,46,7058,3585,95,694,19959,3,45
171830,17,TO,Norte,128,7,0,38,3,7,385,69,2,5,644,0,0
171840,17,TO,Norte,191,35,5,52,8,2,347,89,2,15,747,0,1
171845,17,TO,Norte,159,17,11,24,10,2,179,27,1,34,465,0,1
171850,17,TO,Norte,33,11,0,34,3,0,283,11,1,0,376,0,0
171855,17,TO,Norte,112,160,51,59,11,18,301,83,123,125,1043,0,0
171865,17,TO,Norte,79,5,0,34,4,1,60,7,1,3,194,0,0
171870,17,TO,Norte,106,7,1,36,4,0,212,21,2,3,392,0,0
171875,17,TO,Norte,108,18,0,58,10,1,409,57,6,3,672,0,2
171880,17,TO,Norte,105,71,8,24,6,2,231,62,4,20,535,0,2
171884,17,TO,Norte,145,15,1,77,8,6,295,73,1,12,633,0,0
171886,17,TO,Norte,192,60,11,101,17,10,556,109,11,27,1095,0,1
171888,17,TO,Norte,102,12,3,47,11,4,230,50,2,5,466,0,0
171889,17,TO,Norte,78,10,7,27,6,2,103,16,3,6,258,0,0
171890,17,TO,Norte,144,27,4,68,12,0,406,40,3,14,718,0,0
171900,17,TO,Norte,76,17,0,35,4,1,276,42,3,3,457,0,0
172000,17,TO,Norte,76,11,0,35,5,4,204,34,2,5,376,0,0
172010,17,TO,Norte,99,21,0,41,9,3,311,66,9,9,569,0,1
172015,17,TO,Norte,25,6,0,16,1,0,63,7,0,1,119,0,0
172020,17,TO,Norte,227,119,10,84,10,20,701,133,46,89,1440,0,1
172025,17,TO,Norte,79,21,0,42,14,4,199,27,4,10,401,0,1
172030,17,TO,Norte,52,11,0,19,6,2,217,24,3,5,339,0,0
172049,17,TO,Norte,182,45,4,80,11,1,271,60,5,12,671,0,0
172065,17,TO,Norte,274,35,18,97,14,1,406,105,3,49,1003,0,1
172080,17,TO,Norte,323,50,7,78,6,6,978,134,15,34,1631,0,0
172085,17,TO,Norte,84,11,1,19,12,0,135,15,5,7,289,0,0
172090,17,TO,Norte,687,85,21,222,29,7,1206,220,17,79,2578,0,5
172093,17,TO,Norte,50,7,0,18,5,1,58,12,1,0,152,0,0
172097,17,TO,Norte,104,13,1,26,20,6,124,19,1,18,332,0,0
172100,17,TO,Norte,54954,4524,474,11606,2918,294,36209,13392,1361,5875,132537,11,919
172110,17,TO,Norte,216,25,1,78,13,1,355,96,4,6,795,0,0
172120,17,TO,Norte,2990,1319,194,1416,226,210,7997,3103,316,1006,18802,8,17
172125,17,TO,Norte,66,18,5,32,3,2,125,38,2,13,304,0,0
172130,17,TO,Norte,58,8,1,22,3,0,120,30,4,6,252,0,0
172208,17,TO,Norte,347,79,15,126,36,4,504,193,7,39,1350,0,0
172210,17,TO,Norte,537,123,38,203,23,4,1931,588,20,117,3590,0,6
210005,21,MA,Nordeste,5614,1134,106,1933,264,117,11517,3208,168,576,24699,11,51
210010,21,MA,Nordeste,26,3,0,12,1,1,292,41,1,1,378,0,0
210015,21,MA,Nordeste,17,4,0,23,2,1,267,20,4,0,338,0,0
210020,21,MA,Nordeste,169,45,0,59,19,12,626,40,15,1,989,0,3
210030,21,MA,Nordeste,182,40,1,48,9,5,1183,96,22,40,1626,0,0
210040,21,MA,Nordeste,128,18,0,46,2,3,440,83,1,0,721,0,0
210043,21,MA,Nordeste,331,35,4,93,8,21,1480,257,2,17,2251,0,3
210047,21,MA,Nordeste,222,37,0,98,4,11,1156,54,3,2,1587,0,0
210050,21,MA,Nordeste,64,52,5,95,16,2,646,187,6,11,1091,0,7
210055,21,MA,Nordeste,74,7,0,24,1,2,176,18,2,0,304,0,0
210060,21,MA,Nordeste,243,92,0,205,9,3,3388,265,6,6,4220,0,3
210070,21,MA,Nordeste,370,33,0,85,6,3,1117,70,5,4,1695,0,2
210080,21,MA,Nordeste,248,41,11,128,7,1,684,99,11,13,1244,0,1
210083,21,MA,Nordeste,73,12,0,52,3,7,257,39,1,0,444,0,0
210087,21,MA,Nordeste,113,8,1,29,2,0,426,36,5,5,627,0,2
210090,21,MA,Nordeste,81,24,1,46,2,6,780,95,22,1,1059,0,1
210095,21,MA,Nordeste,185,94,1,154,12,10,2287,343,2,11,3101,0,2
210100,21,MA,Nordeste,629,76,3,175,20,6,2287,525,5,21,3757,0,10
210110,21,MA,Nordeste,168,16,0,85,6,6,1016,47,7,4,1355,0,0
210120,21,MA,Nordeste,4879,806,43,1381,241,83,14827,4032,62,396,26821,0,71
210125,21,MA,Nordeste,574,151,23,152,21,4,588,97,11,42,1676,0,13
210130,21,MA,Nordeste,126,9,0,39,5,3,337,56,3,0,578,0,0
210135,21,MA,Nordeste,10,3,0,10,0,0,287,21,2,0,333,0,0
210140,21,MA,Nordeste,5313,1302,325,2456,214,42,16704,5180,84,840,32569,1,108
210150,21,MA,Nordeste,212,68,3,86,11,1,1067,169,4,18,1640,0,1
210160,21,MA,Nordeste,1662,543,21,1094,93,22,12272,1994,16,89,17833,0,27
210170,21,MA,Nordeste,407,72,3,554,49,6,2084,240,12,13,3458,0,18
210173,21,MA,Nordeste,36,1,0,32,1,6,133,13,3,0,225,0,0
210177,21,MA,Nordeste,330,30,1,60,5,1,629,64,4,2,1126,0,0
210180,21,MA,Nordeste,23,5,0,11,1,2,93,5,1,0,141,0,0
210190,21,MA,Nordeste,155,73,0,74,5,10,1073,129,12,0,1532,0,1
210193,21,MA,Nordeste,69,24,0,24,3,1,681,127,1,1,932,0,1
210197,21,MA,Nordeste,80,5,0,16,6,3,116,7,2,0,235,0,0
210200,21,MA,Nordeste,492,96,4,150,12,6,2450,209,7,21,3452,0,5
210203,21,MA,Nordeste,248,98,1,104,11,5,1692,98,4,3,2265,0,1
210207,21,MA,Nordeste,119,24,0,55,10,9,931,79,13,0,1243,0,3
210210,21,MA,Nordeste,362,61,2,153,8,17,1194,180,12,7,2000,0,4
210215,21,MA,Nordeste,26,23,0,30,1,3,377,35,3,0,498,0,0
210220,21,MA,Nordeste,118,15,0,39,4,9,1582,159,17,4,1947,0,0
210230,21,MA,Nordeste,116,26,1,98,11,1,1484,97,1,1,1839,0,3
210232,21,MA,Nordeste,1150,381,10,375,31,40,5211,655,11,28,7898,0,6
210235,21,MA,Nordeste,115,18,0,88,7,0,907,46,0,9,1190,0,0
210237,21,MA,Nordeste,52,4,0,27,0,2,246,0,2,1,334,0,0
210240,21,MA,Nordeste,57,7,0,27,3,1,449,35,2,0,581,0,0
210250,21,MA,Nordeste,106,5,0,28,3,2,561,26,2,2,738,0,3
210255,21,MA,Nordeste,253,18,1,64,12,14,905,110,9,19,1407,0,2
210260,21,MA,Nordeste,46,13,0,35,4,7,310,17,2,0,434,0,0
210270,21,MA,Nordeste,282,20,0,61,10,3,807,140,4,4,1332,0,1
210275,21,MA,Nordeste,161,25,1,58,5,13,881,123,2,5,1274,0,0
210280,21,MA,Nordeste,480,56,3,281,36,3,1888,822,8,36,3617,0,4
210290,21,MA,Nordeste,122,23,0,87,10,13,669,120,7,2,1056,0,3
210300,21,MA,Nordeste,6347,773,48,1457,266,53,22609,4018,96,277,35985,0,41
210310,21,MA,Nordeste,54,8,0,43,3,0,394,39,4,0,545,0,0
210312,21,MA,Nordeste,30,8,0,25,4,2,201,9,2,1,282,0,0
210315,21,MA,Nordeste,95,14,0,30,2,0,259,8,3,0,412,0,1
210317,21,MA,Nordeste,132,24,0,45,0,3,511,23,6,1,746,0,1
210320,21,MA,Nordeste,1955,306,20,724,78,33,7717,1994,12,98,12955,0,18
210325,21,MA,Nordeste,292,34,3,90,11,9,1049,219,10,54,1771,0,0
210330,21,MA,Nordeste,2002,558,43,531,100,25,13985,2549,28,110,19946,0,15
210340,21,MA,Nordeste,455,96,4,150,41,13,5423,728,43,21,6978,0,4
210350,21,MA,Nordeste,454,121,4,280,22,9,3916,340,16,20,5189,0,7
210355,21,MA,Nordeste,73,14,0,50,5,4,434,33,1,1,615,0,0
210360,21,MA,Nordeste,905,181,2,250,63,35,4630,754,11,16,6859,0,12
210370,21,MA,Nordeste,218,24,0,84,8,8,941,87,6,6,1383,0,1
210375,21,MA,Nordeste,238,51,1,43,10,3,886,140,3,80,1455,0,0
210380,21,MA,Nordeste,715,396,6,397,26,11,3646,754,33,34,6027,0,9
210390,21,MA,Nordeste,33,2,0,10,1,2,467,22,5,1,544,0,1
210400,21,MA,Nordeste,178,89,9,90,9,17,2700,277,1,7,3380,0,3
210405,21,MA,Nordeste,694,125,19,246,36,20,2978,923,12,95,5162,0,14
210407,21,MA,Nordeste,43,6,0,39,1,0,372,42,3,2,508,0,0
210408,21,MA,Nordeste,10,15,0,70,5,0,356,38,5,2,501,0,0
210409,21,MA,Nordeste,128,29,1,239,11,3,1384,129,3,7,1937,0,3
210410,21,MA,Nordeste,211,61,3,185,15,3,1463,321,6,8,2278,0,2
210420,21,MA,Nordeste,151,37,0,130,15,10,1333,131,1,0,1810,0,2
210430,21,MA,Nordeste,46,8,0,34,0,8,247,15,5,1,364,0,0
210440,21,MA,Nordeste,279,48,0,87,6,4,1114,189,6,6,1741,0,2
210450,21,MA,Nordeste,123,26,1,44,3,8,812,111,4,1,1133,0,0
210455,21,MA,Nordeste,347,55,1,95,14,2,916,119,9,33,1593,0,2
210460,21,MA,Nordeste,206,44,1,104,5,9,1022,151,12,6,1561,0,1
210462,21,MA,Nordeste,53,19,0,65,4,3,554,43,5,2,748,0,0
210465,21,MA,Nordeste,113,17,1,33,2,1,532,35,2,2,739,0,1
210467,21,MA,Nordeste,473,68,4,155,9,6,1357,151,3,9,2240,0,5
210470,21,MA,Nordeste,108,10,2,67,7,4,639,111,3,3,954,0,0
210480,21,MA,Nordeste,1217,402,59,885,78,23,7165,963,25,92,10924,0,15
210490,21,MA,Nordeste,77,15,0,52,7,1,444,47,10,0,653,0,0
210500,21,MA,Nordeste,139,11,0,148,3,4,433,31,3,4,777,0,1
210510,21,MA,Nordeste,144,18,0,51,2,1,770,18,6,1,1011,0,0
210515,21,MA,Nordeste,263,18,3,52,4,2,774,70,7,1,1195,0,1
210520,21,MA,Nordeste,164,66,0,37,25,9,1399,188,6,6,1901,0,1
210530,21,MA,Nordeste,28886,3147,256,7070,1482,217,40310,13531,327,5150,100783,1,406
210535,21,MA,Nordeste,35,20,0,36,0,2,400,14,3,1,512,0,1
210540,21,MA,Nordeste,1750,340,29,450,57,22,4764,928,33,186,8584,0,25
210542,21,MA,Nordeste,541,121,25,210,21,5,2575,803,5,84,4395,0,5
210545,21,MA,Nordeste,47,2,0,54,4,2,319,18,1,1,448,0,0
210547,21,MA,Nordeste,31,38,0,63,1,1,751,36,3,0,924,0,0
210550,21,MA,Nordeste,608,105,1,193,23,9,1921,322,5,95,3286,0,4
210560,21,MA,Nordeste,110,53,0,71,11,6,1476,220,4,2,1954,0,1
210565,21,MA,Nordeste,105,7,0,11,2,14,205,10,1,2,357,0,0
210570,21,MA,Nordeste,793,249,10,335,36,45,6977,1094,7,23,9577,0,8
210580,21,MA,Nordeste,92,20,0,28,4,1,784,93,6,1,1029,0,0
210590,21,MA,Nordeste,216,23,0,66,7,3,1056,113,5,5,1495,0,1
210592,21,MA,Nordeste,25,17,0,53,2,0,817,39,7,1,962,0,1
210594,21,MA,Nordeste,124,38,0,44,8,11,1483,125,4,3,1840,0,0
210596,21,MA,Nordeste,29,18,0,13,0,1,599,43,1,0,705,0,1
210598,21,MA,Nordeste,90,14,0,43,3,5,391,34,2,2,584,0,0
210600,21,MA,Nordeste,235,69,2,69,13,31,1418,263,4,11,2116,0,1
210610,21,MA,Nordeste,65,15,1,72,3,4,538,73,3,81,856,0,1
210620,21,MA,Nordeste,28,4,0,14,5,2,183,22,2,1,261,0,0
210630,21,MA,Nordeste,84,16,0,27,6,2,510,47,4,0,697,0,1
210632,21,MA,Nordeste,367,58,3,129,8,38,1386,183,3,10,2190,0,5
210635,21,MA,Nordeste,4,7,0,5,0,0,275,7,1,0,299,0,0
210637,21,MA,Nordeste,156,26,0,39,3,5,372,34,2,6,645,0,2
210640,21,MA,Nordeste,259,34,0,94,13,7,857,117,12,4,1398,0,1
210650,21,MA,Nordeste,197,37,0,93,12,8,1429,96,4,3,1881,0,2
210660,21,MA,Nordeste,113,33,0,54,7,4,1017,72,14,2,1316,0,0
210663,21,MA,Nordeste,114,17,0,26,3,5,197,19,4,1,387,0,1
210667,21,MA,Nordeste,24,4,0,9,2,2,93,10,3,0,147,0,0
210670,21,MA,Nordeste,137,17,0,92,5,3,842,61,4,1,1164,0,2
210675,21,MA,Nordeste,591,126,4,164,20,6,917,198,5,17,2048,0,0
210680,21,MA,Nordeste,137,32,0,87,9,3,836,141,6,2,1256,0,3
210690,21,MA,Nordeste,187,20,0,68,6,4,868,66,6,3,1229,0,1
210700,21,MA,Nordeste,158,28,0,104,7,0,752,70,1,3,1123,0,0
210710,21,MA,Nordeste,176,12,0,95,5,3,971,34,3,5,1304,0,0
210720,21,MA,Nordeste,90,5,0,21,2,2,513,47,4,1,685,0,0
210725,21,MA,Nordeste,33,12,1,32,0,3,315,41,8,2,448,0,1
210730,21,MA,Nordeste,53,5,1,23,0,1,159,20,1,2,266,0,1
210735,21,MA,Nordeste,264,47,4,88,5,16,824,118,3,6,1377,0,2
210740,21,MA,Nordeste,441,76,0,158,10,12,2068,499,10,28,3303,0,1
210745,21,MA,Nordeste,102,23,1,59,1,2,570,13,2,1,774,0,0
210750,21,MA,Nordeste,7722,397,18,1343,246,116,5351,516,117,173,16039,2,38
210760,21,MA,Nordeste,115,16,0,47,6,1,885,61,9,0,1140,0,0
210770,21,MA,Nordeste,215,49,2,155,5,12,2098,225,6,5,2773,0,1
210780,21,MA,Nordeste,106,38,0,70,5,3,782,128,3,3,1138,0,0
210790,21,MA,Nordeste,87,30,1,96,7,4,1522,113,4,1,1866,0,1
210800,21,MA,Nordeste,270,82,5,143,7,8,1461,319,4,22,2323,0,2
210805,21,MA,Nordeste,19,5,0,70,6,1,103,9,5,0,219,0,1
210810,21,MA,Nordeste,287,60,0,80,1,8,2028,242,3,1,2712,0,2
210820,21,MA,Nordeste,1941,359,65,511,102,45,7716,2036,35,158,12991,1,22
210825,21,MA,Nordeste,66,16,0,30,4,1,711,26,3,0,857,0,0
210830,21,MA,Nordeste,178,25,0,90,10,3,1258,71,2,1,1639,0,1
210840,21,MA,Nordeste,116,18,1,57,5,6,818,72,8,6,1108,0,1
210845,21,MA,Nordeste,348,48,8,85,29,60,1399,165,13,15,2171,0,1
210850,21,MA,Nordeste,836,89,5,128,14,15,2103,237,15,33,3477,0,2
210860,21,MA,Nordeste,2154,416,27,775,77,23,8777,1977,62,59,14366,0,19
210870,21,MA,Nordeste,543,99,3,198,9,4,2012,335,3,17,3229,0,6
210880,21,MA,Nordeste,118,17,0,32,4,8,665,31,2,2,879,0,0
210890,21,MA,Nordeste,170,43,2,87,11,16,2659,251,4,6,3254,0,5
210900,21,MA,Nordeste,685,71,8,208,35,22,1642,428,7,34,3145,0,5
210905,21,MA,Nordeste,22,3,0,23,1,1,250,10,3,0,314,0,1
210910,21,MA,Nordeste,1789,374,28,857,89,25,6601,1861,20,107,11797,0,46
210920,21,MA,Nordeste,121,4,0,42,2,2,433,16,3,0,623,0,0
210923,21,MA,Nordeste,112,13,0,22,2,5,268,21,3,0,446,0,0
210927,21,MA,Nordeste,32,10,0,32,2,5,543,79,2,0,705,0,0
210930,21,MA,Nordeste,150,16,0,44,6,6,604,52,2,1,882,0,1
210940,21,MA,Nordeste,19,1,0,18,2,1,20,2,1,0,64,0,0
210945,21,MA,Nordeste,722,83,3,336,33,6,1462,129,51,24,2863,0,14
210950,21,MA,Nordeste,230,48,2,127,12,6,1576,324,7,8,2343,0,3
210955,21,MA,Nordeste,164,15,2,51,12,4,471,71,3,7,802,0,2
210960,21,MA,Nordeste,1191,199,12,312,34,23,2261,547,44,32,4664,0,9
210970,21,MA,Nordeste,43,17,0,31,1,2,213,40,1,0,348,0,0
210975,21,MA,Nordeste,45,5,1,102,6,7,442,59,2,2,671,0,0
210980,21,MA,Nordeste,523,92,0,210,10,10,1904,413,8,5,3179,0,4
210990,21,MA,Nordeste,5647,719,39,1414,138,153,10297,2215,94,241,21014,1,56
211000,21,MA,Nordeste,1250,247,2,427,28,77,4614,871,12,15,7546,0,3
211003,21,MA,Nordeste,578,119,4,177,17,12,1962,227,6,13,3120,0,5
211010,21,MA,Nordeste,201,29,0,154,11,4,900,108,9,2,1421,0,3
211020,21,MA,Nordeste,777,138,4,245,22,6,2918,405,8,18,4558,0,17
211023,21,MA,Nordeste,25,7,0,45,3,1,205,21,4,3,314,0,0
211027,21,MA,Nordeste,7,2,0,42,1,4,40,0,2,0,98,0,0
211030,21,MA,Nordeste,177,87,2,152,9,6,1527,241,3,11,2219,0,4
211040,21,MA,Nordeste,152,14,0,99,15,8,620,116,2,0,1026,0,0
211050,21,MA,Nordeste,445,125,8,176,26,29,3054,268,16,10,4165,0,8
211060,21,MA,Nordeste,262,82,2,153,9,2,1665,194,9,6,2387,0,3
211065,21,MA,Nordeste,52,36,5,58,3,0,272,35,1,17,481,0,2
211070,21,MA,Nordeste,595,161,15,596,43,3,3306,476,2,27,5230,0,6
211080,21,MA,Nordeste,14,3,4,23,1,0,85,12,1,7,150,0,0
211085,21,MA,Nordeste,150,39,0,83,8,1,659,70,2,7,1021,0,2
211090,21,MA,Nordeste,21,8,0,24,0,0,104,5,2,0,165,0,1
211100,21,MA,Nordeste,160,31,0,50,5,5,1204,49,9,0,1514,0,1
211102,21,MA,Nordeste,28,29,0,27,0,1,523,9,1,0,618,0,0
211105,21,MA,Nordeste,102,13,0,58,4,4,628,105,2,3,921,0,2
211107,21,MA,Nordeste,104,19,1,23,4,1,490,31,3,0,676,0,0
211110,21,MA,Nordeste,723,149,2,360,32,7,4722,530,5,18,6554,0,6
211120,21,MA,Nordeste,8159,630,28,1862,322,134,7933,537,176,253,20138,0,104
211125,21,MA,Nordeste,45,13,0,61,6,2,608,42,2,1,780,0,0
211130,21,MA,Nordeste,168378,8318,855,28430,10001,1299,71388,5694,3634,4343,306074,36,3698
211140,21,MA,Nordeste,265,30,0,78,18,7,1523,117,4,1,2047,0,4
211150,21,MA,Nordeste,724,111,14,235,44,40,3330,1054,19,59,5638,0,8
211153,21,MA,Nordeste,129,17,4,44,4,6,761,187,3,12,1167,0,0
211157,21,MA,Nordeste,18,14,0,33,4,0,279,36,4,0,388,0,0
211160,21,MA,Nordeste,320,126,8,181,21,7,1320,444,41,49,2522,0,5
211163,21,MA,Nordeste,19,11,0,16,1,0,354,32,2,0,436,0,1
211167,21,MA,Nordeste,24,14,0,13,1,4,460,11,1,0,528,0,0
211170,21,MA,Nordeste,129,27,0,67,4,1,1059,60,5,0,1353,0,1
211172,21,MA,Nordeste,61,16,0,42,0,4,287,22,1,1,434,0,0
211174,21,MA,Nordeste,65,22,0,36,2,6,614,63,2,0,810,0,0
211176,21,MA,Nordeste,305,51,0,178,16,0,2275,155,3,12,3000,0,5
211178,21,MA,Nordeste,23,1,0,15,1,0,79,6,2,0,127,0,0
211180,21,MA,Nordeste,132,45,4,174,12,6,1351,179,6,18,1927,0,0
211190,21,MA,Nordeste,56,18,0,58,2,4,605,46,4,0,794,0,1
211195,21,MA,Nordeste,29,8,0,30,2,4,396,8,2,0,479,0,0
211200,21,MA,Nordeste,88,56,4,72,1,3,515,126,6,13,884,0,0
211210,21,MA,Nordeste,196,32,1,46,12,5,1327,246,1,0,1867,0,1
211220,21,MA,Nordeste,6350,569,37,1343,264,45,18562,2434,82,791,30501,0,24
211223,21,MA,Nordeste,490,121,21,157,17,17,3263,756,6,45,4898,0,5
211227,21,MA,Nordeste,80,8,0,21,1,7,281,14,1,0,413,0,0
211230,21,MA,Nordeste,473,107,3,403,31,6,2542,566,7,8,4147,0,1
211240,21,MA,Nordeste,142,40,0,149,6,3,1492,98,3,5,1941,0,3
211245,21,MA,Nordeste,139,14,0,52,1,4,643,88,2,0,943,0,0
211250,21,MA,Nordeste,218,59,2,277,21,8,1421,407,8,3,2429,0,5
211260,21,MA,Nordeste,226,47,0,167,9,7,1393,120,11,6,1990,0,4
211270,21,MA,Nordeste,559,107,2,159,19,6,3166,353,7,23,4406,0,5
211280,21,MA,Nordeste,863,190,4,346,26,8,4314,465,6,23,6259,0,14
211285,21,MA,Nordeste,165,37,0,43,6,4,626,84,1,11,977,0,0
211290,21,MA,Nordeste,749,82,1,201,18,12,1374,211,7,6,2665,0,4
211300,21,MA,Nordeste,704,124,2,249,20,12,3385,631,5,13,5147,0,2
211400,21,MA,Nordeste,1091,216,6,350,24,25,5891,574,21,18,8224,0,8
220005,22,PI,Nordeste,45,26,0,62,2,5,561,8,5,0,714,0,0
220010,22,PI,Nordeste,141,14,0,37,3,2,576,102,7,1,883,0,0
220020,22,PI,Nordeste,1014,128,2,290,40,12,4785,764,8,22,7071,0,6
220025,22,PI,Nordeste,119,33,0,89,4,1,313,40,4,0,603,0,0
220027,22,PI,Nordeste,69,13,0,17,2,1,151,23,3,0,279,0,0
220030,22,PI,Nordeste,208,35,0,101,5,3,1014,77,15,4,1462,0,0
220040,22,PI,Nordeste,1764,222,4,302,50,5,4585,761,30,65,7798,0,10
220045,22,PI,Nordeste,50,12,2,16,1,3,285,37,6,2,414,0,0
220050,22,PI,Nordeste,375,66,1,112,18,11,1701,175,13,18,2493,0,3
220060,22,PI,Nordeste,143,12,0,61,3,2,710,187,2,12,1133,0,1
220070,22,PI,Nordeste,162,28,0,90,9,8,558,24,9,1,889,0,0
220080,22,PI,Nordeste,55,19,1,32,1,2,274,25,4,0,413,0,0
