Country or Area,Year,Scope,Value,Value Footnotes
Belize,1982,Not applicable,64.62200428,
Belize,1981,Not applicable,60.48538886,
Belize,1980,Not applicable,54.48225185,
Benin,2008,Cotonou,130.3400174,
Benin,2007,Cotonou,120.7672188,
Benin,2006,Cotonou,119.1804708,
Benin,2005,Cotonou,114.8735833,
Benin,2004,Cotonou,109.0061029,
Benin,2003,Cotonou,108.1081081,
Benin,2002,Cotonou,106.5387969,
Benin,2001,Cotonou,103.9232781,
Benin,2000,Cotonou,100,
Benin,1999,Cotonou,95.90235397,
Benin,1998,Cotonou,95.64080209,
Benin,1997,Cotonou,90.4097646,
Benin,1996,Cotonou,87.18395815,4
Benin,1995,Cotonou,84.47286151,
Benin,1994,Cotonou,73.78557406,
Benin,1993,Cotonou,53.07324021,23
Benin,1992,Cotonou,52.63376674,
Bermuda,2008,Not applicable,130.0126056,
Bermuda,2007,Not applicable,124.0888556,
Bermuda,2006,Not applicable,119.5357923,4
Bermuda,2005,Not applicable,116.0211268,
Bermuda,2004,Not applicable,112.5,
Bermuda,2003,Not applicable,108.6267606,
Bermuda,2002,Not applicable,105.2816901,
Bermuda,2001,Not applicable,102.9049296,
Bermuda,2000,Not applicable,100,
Bermuda,1999,Not applicable,97.35915493,
Bermuda,1998,Not applicable,95.07042254,
Bermuda,1997,Not applicable,93.22183099,
Bermuda,1996,Not applicable,91.28521127,
Bermuda,1995,Not applicable,89.08450704,
Bermuda,1994,Not applicable,86.88380282,
Bermuda,1993,Not applicable,84.9471831,
Bermuda,1992,Not applicable,82.83450704,
Bermuda,1991,Not applicable,80.63380282,
Bermuda,1990,Not applicable,77.28873239,4
Bermuda,1989,Not applicable,72.9419855,
Bermuda,1988,Not applicable,69.19068339,
Bermuda,1987,Not applicable,65.85619263,
Bermuda,1986,Not applicable,63.11714664,
Bermuda,1985,Not applicable,60.61627857,4
Bermuda,1984,Not applicable,58.51152955,
Bermuda,1983,Not applicable,55.67925164,
Bermuda,1982,Not applicable,52.51376456,
Bermuda,1981,Not applicable,48.71518007,
Bermuda,1980,Not applicable,43.55043799,
Bermuda,1979,Not applicable,37.88588217,
Bermuda,1978,Not applicable,34.3205441,4
Bermuda,1977,Not applicable,32.39496282,
Bermuda,1976,Not applicable,31.30797359,
Bermuda,1975,Not applicable,30.82486727,
Bermuda,1974,Not applicable,28.95954008,
Bermuda,1973,Not applicable,24.86655596,
Bermuda,1972,Not applicable,22.02159651,
Bermuda,1971,Not applicable,20.47834021,
Bermuda,1970,Not applicable,18.92166428,
Bermuda,1969,Not applicable,17.67363961,
Bhutan,2008,Not applicable,139.7631089,
Bhutan,2007,Not applicable,128.9680089,
Bhutan,2006,Not applicable,122.6416769,
Bhutan,2005,Not applicable,116.8036189,
Bhutan,2004,Not applicable,110.9124877,4
Bhutan,2003,Not applicable,107.6383154,
Bhutan,2002,Not applicable,105.9785301,
Bhutan,2001,Not applicable,103.4104046,
Bhutan,2000,Not applicable,100,
Bhutan,1999,Not applicable,96.14368291,
Bhutan,1998,Not applicable,90.04128819,
Bhutan,1997,Not applicable,81.42031379,
Bhutan,1996,Not applicable,76.44921552,
Bhutan,1995,Not applicable,70.26424443,
Bhutan,1994,Not applicable,64.17836499,
Bhutan,1993,Not applicable,59.97522709,
Bhutan,1992,Not applicable,53.93889348,
Bhutan,1991,Not applicable,46.50701899,
Bhutan,1990,Not applicable,41.42031379,
Bhutan,1989,Not applicable,37.64657308,
Bhutan,1988,Not applicable,34.60776218,
Bhutan,1987,Not applicable,31.44508671,
Bhutan,1986,Not applicable,29.55408753,
Bhutan,1985,Not applicable,26.87861272,
Bolivia,2008,Not applicable,150.7069218,"4,24"
Bolivia,2007,Not applicable,132.1985816,24
Bolivia,2006,Not applicable,121.6160081,24
Bolivia,2005,Not applicable,116.621074,24
Bolivia,2004,Not applicable,110.6484296,24
Bolivia,2003,Not applicable,105.9473151,24
Bolivia,2002,Not applicable,102.5278622,24
Bolivia,2001,Not applicable,101.5906788,24
Bolivia,2000,Not applicable,100,24
Bolivia,1999,Not applicable,95.59270517,24
Bolivia,1998,Not applicable,93.56636272,24
Bolivia,1997,Not applicable,86.93009119,24
Bolivia,1996,Not applicable,82.9787234,24
Bolivia,1995,Not applicable,73.80952381,24
Bolivia,1994,Not applicable,66.97061803,24
Bolivia,1993,Not applicable,62.10739615,24
Bolivia,1992,Not applicable,57.24417427,24
Bolivia,1991,Not applicable,51.06382979,24
Bolivia,1990,Not applicable,42.04660588,24
Bolivia,1989,Not applicable,35.91691996,24
Bolivia,1988,Not applicable,31.1550152,24
Bolivia,1987,Not applicable,26.86930091,24
Bolivia,1986,Not applicable,23.44984802,24
Bolivia,1985,Not applicable,6.231732523,24
Bolivia,1984,Not applicable,0.052590172,24
Bolivia,1983,Not applicable,0.003806991,24
Bolivia,1982,Not applicable,0.001013678,24
Bolivia,1981,Not applicable,0.000453394,24
Bolivia,1980,Not applicable,0.000342959,24
Bolivia,1979,Not applicable,0.000233029,24
Bolivia,1978,Not applicable,0.000194529,24
Bolivia,1977,Not applicable,0.000176292,24
Bolivia,1976,Not applicable,0.000163121,24
Bolivia,1975,Not applicable,0.000156028,24
Bolivia,1974,Not applicable,0.000144884,24
Bolivia,1973,Not applicable,8.87E-05,24
Bolivia,1972,Not applicable,6.74E-05,24
Bolivia,1971,Not applicable,6.33E-05,24
Bolivia,1970,Not applicable,6.13E-05,24
Bolivia,1969,Not applicable,5.88E-05,24
Bosnia and Herzegovina,2008,Not applicable,115.7,25
Bosnia and Herzegovina,2007,Not applicable,107.72,25
Bosnia and Herzegovina,2006,Not applicable,106.12,25
Bosnia and Herzegovina,2005,Not applicable,100,25
Botswana,2008,Not applicable,196.5835866,
Botswana,2007,Not applicable,174.5011398,
Botswana,2006,Not applicable,162.9618161,4
Botswana,2005,Not applicable,146.0790274,
Botswana,2004,Not applicable,134.4224924,
Botswana,2003,Not applicable,125.7598784,
Botswana,2002,Not applicable,115.1215806,
Botswana,2001,Not applicable,106.6109423,
Botswana,2000,Not applicable,100,
Botswana,1999,Not applicable,92.17325228,
Botswana,1998,Not applicable,85.48632219,
Botswana,1997,Not applicable,80.24316109,
Botswana,1996,Not applicable,73.78419453,4
Botswana,1995,Not applicable,66.99212702,
Botswana,1994,Not applicable,60.63457849,
Botswana,1993,Not applicable,54.83926214,
Botswana,1992,Not applicable,47.96273006,4
Botswana,1991,Not applicable,41.2849079,
Botswana,1990,Not applicable,36.93666732,
Botswana,1989,Not applicable,33.17286767,
Botswana,1988,Not applicable,29.71297732,
Botswana,1987,Not applicable,27.42196884,
Botswana,1986,Not applicable,24.99069453,4
Botswana,1985,Not applicable,22.70341492,
Botswana,1984,Not applicable,20.99721889,
Botswana,1983,Not applicable,19.35982108,
Botswana,1982,Not applicable,17.5160286,
Botswana,1981,Not applicable,15.75479399,
Brazil,2008,Not applicable,172.7828372,26
Brazil,2007,Not applicable,163.4997861,26
Brazil,2006,Not applicable,157.7550272,26
Brazil,2005,Not applicable,151.4204511,26
Brazil,2004,Not applicable,141.6875497,26
Brazil,2003,Not applicable,132.9185258,26
Brazil,2002,Not applicable,115.8682232,26
Brazil,2001,Not applicable,106.8400465,26
Brazil,2000,Not applicable,100,26
Brazil,1999,Not applicable,93.41910641,26
Brazil,1998,Not applicable,89.09113135,26
Brazil,1997,Not applicable,86.3327425,26
Brazil,1996,Not applicable,80.7395636,26
Brazil,1995,Not applicable,69.74879286,26
Brazil,1994,Not applicable,42.01576921,"4,26"
Brazil,1993,Not applicable,1.930976942,26
Brazil,1992,Not applicable,0.095255605,26
Brazil,1991,Not applicable,0.009054395,26
Brazil,1990,Not applicable,0.001699415,"4,26"
Brazil,1989,Not applicable,5.58E-05,26
Brazil,1988,Not applicable,3.64E-06,26
Brazil,1987,Not applicable,5.00E-07,26
Brazil,1986,Not applicable,1.52E-07,26
Brazil,1985,Not applicable,6.16E-08,26
Brazil,1984,Not applicable,1.89E-08,26
Brazil,1983,Not applicable,6.46E-09,26
Brazil,1982,Not applicable,2.75E-09,26
Brazil,1981,Not applicable,1.37E-09,"13,26"
Brazil,1977,Not applicable,100,26
Brazil,1976,Not applicable,69.90273445,26
Brazil,1975,Not applicable,50.17434392,26
Brazil,1974,Not applicable,38.35566159,26
Brazil,1973,Not applicable,31.06992109,26
Brazil,1972,Not applicable,27.09671499,26
Brazil,1971,Not applicable,22.74729308,26
Brazil,1970,Not applicable,18.90255093,26
Brazil,1969,Not applicable,15.48908057,26
Brunei Darussalam,2008,Not applicable,103.7778143,
Brunei Darussalam,2007,Not applicable,101.0261298,
Brunei Darussalam,2006,Not applicable,100.7313065,
Brunei Darussalam,2005,Not applicable,100.5347576,
Brunei Darussalam,2004,Not applicable,99.4537387,
Brunei Darussalam,2003,Not applicable,98.56926869,
Brunei Darussalam,2002,Not applicable,98.27444536,4
Brunei Darussalam,2001,Not applicable,100.5751849,
Brunei Darussalam,2000,Not applicable,100,
Brunei Darussalam,1999,Not applicable,98.76746097,
Brunei Darussalam,1998,Not applicable,98.84963024,
Brunei Darussalam,1997,Not applicable,99.26047658,
Brunei Darussalam,1996,Not applicable,97.61709121,
Brunei Darussalam,1995,Not applicable,95.72719803,
Brunei Darussalam,1994,Not applicable,90.30402629,
Brunei Darussalam,1993,Not applicable,88.16762531,
Brunei Darussalam,1992,Not applicable,84.55217749,
Brunei Darussalam,1991,Not applicable,83.48397699,
Brunei Darussalam,1990,Not applicable,82.16926869,4
Brunei Darussalam,1989,Not applicable,80.81711617,
Brunei Darussalam,1988,Not applicable,79.41295778,
Brunei Darussalam,1987,Not applicable,78.47685219,
Brunei Darussalam,1986,Not applicable,77.48874073,
Brunei Darussalam,1985,Not applicable,76.13658821,
Brunei Darussalam,1984,Not applicable,74.42039462,
Brunei Darussalam,1983,Not applicable,72.18414237,
Brunei Darussalam,1982,Not applicable,71.35204851,
Brunei Darussalam,1981,Not applicable,67.08756748,
Brunei Darussalam,1980,Not applicable,61.47093392,
Brunei Darussalam,1979,Not applicable,58.35058195,
Brunei Darussalam,1979,Bandar Seri Begawan,100,"2,27"
Brunei Darussalam,1978,Bandar Seri Begawan,98.06687565,"2,27"
Brunei Darussalam,1978,Not applicable,55.3342417,
Brunei Darussalam,1977,Not applicable,52.00586626,
Brunei Darussalam,1977,Bandar Seri Begawan,95.87251829,"2,27"
Brunei Darussalam,1976,Bandar Seri Begawan,86.25914316,"2,27"
Brunei Darussalam,1975,Bandar Seri Begawan,81.45245559,"2,27"
Brunei Darussalam,1974,Bandar Seri Begawan,78.36990596,"2,27"
Brunei Darussalam,1973,Bandar Seri Begawan,64.57680251,"2,27"
Brunei Darussalam,1972,Bandar Seri Begawan,57.73249739,"2,27"
Brunei Darussalam,1971,Bandar Seri Begawan,59.87460815,"2,27"
Brunei Darussalam,1970,Bandar Seri Begawan,59.29989551,"2,27"
Brunei Darussalam,1969,Bandar Seri Begawan,58.82967607,"2,27"
Bulgaria,2008,Not applicable,169.3429259,28
Bulgaria,2007,Not applicable,150.7295988,28
Bulgaria,2006,Not applicable,139.0461547,28
Bulgaria,2005,Not applicable,129.6327348,28
Bulgaria,2004,Not applicable,123.4141742,28
Bulgaria,2003,Not applicable,116.2670071,28
Bulgaria,2002,Not applicable,113.5989673,28
Bulgaria,2001,Not applicable,107.3612602,28
Bulgaria,2000,Not applicable,100.0002901,28
Bulgaria,1999,Not applicable,90.64866119,28
Bulgaria,1998,Not applicable,88.37486583,28
Bulgaria,1997,Not applicable,74.46955412,28
Bulgaria,1996,Not applicable,6.428882249,28
Bulgaria,1995,Not applicable,2.900989237,"4,28"
Bulgaria,1994,Not applicable,1.789774741,28
Bulgaria,1993,Not applicable,0.956734092,28
Bulgaria,1992,Not applicable,0.613089235,28
Bulgaria,1991,Not applicable,0.341774256,28
Bulgaria,1990,Not applicable,0.077941678,"13,28"
Bulgaria,1989,Not applicable,100,28
Bulgaria,1988,Not applicable,93.97590361,28
Bulgaria,1987,Not applicable,92.83449588,28
Bulgaria,1986,Not applicable,92.77108434,28
Bulgaria,1985,Not applicable,89.60050729,28
Bulgaria,1984,Not applicable,88.14204185,28
Bulgaria,1983,Not applicable,87.50792644,28
Bulgaria,1982,Not applicable,86.30310717,28
Bulgaria,1981,Not applicable,86.049461,28
Bulgaria,1980,Not applicable,85.66899176,28
Bulgaria,1979,Not applicable,75.14267597,28
Bulgaria,1978,Not applicable,71.90868738,28
Bulgaria,1977,Not applicable,70.83069119,28
Bulgaria,1976,Not applicable,70.51363348,28
Bulgaria,1975,Not applicable,70.32339886,28
Bulgaria,1974,Not applicable,70.13316424,28
Bulgaria,1973,Not applicable,69.75269499,28
Bulgaria,1972,Not applicable,69.62587191,28
Bulgaria,1971,Not applicable,69.62587191,28
Bulgaria,1970,Not applicable,69.68928345,28
Bulgaria,1969,Not applicable,69.94292961,28
Burkina Faso,2008,Ouagadougou,131.0798122,29
Burkina Faso,2007,Ouagadougou,118.4788732,29
Burkina Faso,2006,Ouagadougou,118.7793427,29
Burkina Faso,2005,Ouagadougou,116.0375587,29
Burkina Faso,2004,Ouagadougou,109.0140845,29
Burkina Faso,2003,Ouagadougou,109.4835681,29
Burkina Faso,2002,Ouagadougou,107.3239437,29
Burkina Faso,2001,Ouagadougou,104.8826291,29
Burkina Faso,2000,Ouagadougou,100,29
Burkina Faso,1999,Ouagadougou,100.2816901,29
Burkina Faso,1998,Ouagadougou,101.4084507,"4,29"
Burkina Faso,1997,Ouagadougou,96.06926737,29
Burkina Faso,1996,Ouagadougou,93.89671362,29
Burkina Faso,1995,Ouagadougou,88.49182378,29
Burkina Faso,1994,Ouagadougou,82.08014074,29
Burkina Faso,1993,Ouagadougou,65.81248212,29
Burkina Faso,1992,Ouagadougou,65.4415583,29
Burkina Faso,1991,Ouagadougou,66.76628621,29
Burkina Faso,1990,Ouagadougou,65.12362361,29
Burkina Faso,1989,Ouagadougou,65.65351477,29
Burkina Faso,1988,Ouagadougou,65.97144946,29
Burkina Faso,1987,Ouagadougou,63.32199366,29
Burkina Faso,1986,Ouagadougou,64.96465626,29
Burkina Faso,1985,Ouagadougou,66.76628621,29
Burkina Faso,1984,Ouagadougou,62.73911339,29
Burkina Faso,1983,Ouagadougou,59.77172289,29
Burkina Faso,1982,Ouagadougou,57.01628885,"29,30"
Burkina Faso,1981,Ouagadougou,100,29
Burkina Faso,1980,Ouagadougou,90.95167653,29
Burkina Faso,1979,Ouagadougou,81.53353057,29
Burkina Faso,1978,Ouagadougou,70.734714,29
Burkina Faso,1977,Ouagadougou,65.53254438,29
Burkina Faso,1976,Ouagadougou,50.27120316,29
Burkina Faso,1975,Ouagadougou,54.04339251,29
Burkina Faso,1974,Ouagadougou,46.20315582,29
Burkina Faso,1973,Ouagadougou,42.50493097,29
Burkina Faso,1972,Ouagadougou,39.49704142,29
Burkina Faso,1971,Ouagadougou,40.70512821,29
Burkina Faso,1970,Ouagadougou,39.86686391,29
Burkina Faso,1969,Ouagadougou,38.60946746,29
Burundi,2007,Bujumbura,161.0442526,
Burundi,2006,Bujumbura,148.6238532,
Burundi,2005,Bujumbura,144.7652456,
Burundi,2004,Bujumbura,127.9276848,
Burundi,2003,Bujumbura,118.0518079,
Burundi,2002,Bujumbura,106.6648678,
Burundi,2001,Bujumbura,108.0949811,
Burundi,2000,Bujumbura,100,
Burundi,1999,Bujumbura,79.6006476,
Burundi,1998,Bujumbura,76.98327037,
Burundi,1997,Bujumbura,68.42957366,
Burundi,1996,Bujumbura,52.1856449,
Burundi,1995,Bujumbura,41.2574204,
Burundi,1994,Bujumbura,34.61953589,
Burundi,1993,Bujumbura,30.14031301,
Burundi,1992,Bujumbura,27.46896924,
Burundi,1991,Bujumbura,26.98327037,4
Burundi,1990,Bujumbura,24.80662778,
Burundi,1989,Bujumbura,23.17414584,
Burundi,1988,Bujumbura,20.77274124,
Burundi,1987,Bujumbura,19.86186364,
Burundi,1986,Bujumbura,18.54878034,
Burundi,1985,Bujumbura,18.21755212,
Burundi,1984,Bujumbura,17.56692525,
Burundi,1983,Bujumbura,15.35479393,
Burundi,1982,Bujumbura,14.18366558,
Burundi,1981,Bujumbura,13.40291334,
Burundi,1980,Bujumbura,11.95970467,31
Burundi,1979,Bujumbura,10.64698038,
Burundi,1978,Bujumbura,8.493386623,
Burundi,1977,Bujumbura,6.267199816,
Burundi,1976,Bujumbura,5.889111024,
Burundi,1975,Bujumbura,5.514046942,
Burundi,1974,Bujumbura,4.763918779,
Burundi,1973,Bujumbura,4.113606057,
Burundi,1972,Bujumbura,3.883728071,
Burundi,1971,Bujumbura,3.744591396,
Burundi,1970,Bujumbura,3.60243001,
Burundi,1969,Bujumbura,3.611504141,
Cambodia,2008,Phnom Penh,151.3981584,
Cambodia,2007,Phnom Penh,126.483785,
Cambodia,2006,Phnom Penh,119.4899291,
Cambodia,2005,Phnom Penh,114.0513641,
Cambodia,2004,Phnom Penh,107.879732,
Cambodia,2003,Phnom Penh,103.8577696,
Cambodia,2002,Phnom Penh,102.6789185,
Cambodia,2001,Phnom Penh,99.3999294,4
Cambodia,2000,Phnom Penh,100,
Cambodia,1999,Phnom Penh,100.7977409,
Cambodia,1998,Phnom Penh,96.89375221,
Cambodia,1997,Phnom Penh,84.41934345,
Cambodia,1996,Phnom Penh,78.19272856,
Cambodia,1995,Phnom Penh,72.97564419,
Cambodia,1994,Phnom Penh,73.48393929,32
Cameroon,2008,Not applicable,123.4767025,
Cameroon,2007,Not applicable,117.2043011,
Cameroon,2006,Not applicable,116.1887694,
Cameroon,2005,Not applicable,110.5137396,
Cameroon,2004,Not applicable,108.3632019,
Cameroon,2003,Not applicable,108.0645161,33
Cameroon,2002,Not applicable,107.4074074,
Cameroon,2001,Not applicable,104.4205496,
Cameroon,2000,Not applicable,100,
Cameroon,1999,Not applicable,98.80525687,
Cameroon,1998,Not applicable,97.01314217,
Cameroon,1997,Not applicable,94.02628435,
Cameroon,1996,Not applicable,89.72520908,
Cameroon,1995,Not applicable,86.32019116,
Cameroon,1994,Not applicable,79.15173238,
Canada,2008,Not applicable,119.6290749,
Canada,2007,Not applicable,116.9030837,4
Canada,2006,Not applicable,114.4493392,
Canada,2005,Not applicable,112.1585903,
Canada,2004,Not applicable,109.7797357,
Canada,2003,Not applicable,107.753304,
Canada,2002,Not applicable,104.845815,
Canada,2001,Not applicable,102.5550661,
Canada,2000,Not applicable,100,
Canada,1999,Not applicable,97.35682819,
Canada,1998,Not applicable,95.68281938,
Canada,1997,Not applicable,94.80176212,
Canada,1996,Not applicable,93.21585903,
Canada,1995,Not applicable,91.8061674,
Canada,1994,Not applicable,89.86784141,
Canada,1993,Not applicable,89.69162996,
Canada,1992,Not applicable,88.10572687,4
Canada,1991,Not applicable,86.79892843,
Canada,1990,Not applicable,82.19074443,
Canada,1989,Not applicable,78.40790682,
Canada,1988,Not applicable,74.69384807,
Canada,1987,Not applicable,71.80513572,
Canada,1986,Not applicable,68.77886563,4
Canada,1985,Not applicable,66.07758088,
Canada,1984,Not applicable,63.53213948,
Canada,1983,Not applicable,60.88280251,
Canada,1982,Not applicable,57.55814435,
Canada,1981,Not applicable,51.94778371,
Canada,1980,Not applicable,46.18157972,
Canada,1979,Not applicable,41.92186145,
Canada,1978,Not applicable,38.38941216,
Canada,1977,Not applicable,35.27254514,
Canada,1976,Not applicable,32.67515595,
Canada,1975,Not applicable,30.38945347,
Canada,1974,Not applicable,27.4284298,
Canada,1973,Not applicable,24.72714505,
